Plot,Position,Species,Moisture,RootDryMass(g),Root depth(cm),Length(cm),SurfArea(cm2),AvgDiam(mm),RootVolume(cm3),Tips,Forks,SRL(cm/g),SRA(cm2/g),RTD(g/cm3),SRTA (tips/g),Stem density (g/cm3),Stem dry mass (g),Leaf dry mass (g),Leaf area (cm2),Leaf thick 1 (mm),Leaf thick 2 (mm),Leaf thick 3 (mm),LMA (g/m2),LDMC (%),WDMC (%),RDMC (%)
49,1,SCHMOR,25.515,0.151,8.8,39.0872,9.5749,0.7797,0.187,102,219,258.8556291,63.40993377,0.807486631,675.4966887,0.127087872,0.175,0.339,154.3499,0.122,0.116,0.111,21.96308517,0.134952229,0.187566988,0.257679181
49,5,GUAGUI,25.515,0.202,12.64,68.2279,18.8751,0.8806,0.416,156,258,337.7618812,93.44108911,0.485576923,772.2772277,0.153846154,0.136,0.105,41.4897,0.164,0.149,0.17,25.30748595,0.18783542,0.289978678,0.235981308
49,7,PREMON,25.515,0.138,12.01,46.0619,12.1969,0.8429,0.257,158,319,333.7818841,88.38333333,0.536964981,1144.927536,NA,NA,0.255,72.6278,0.115,0.153,0.152,35.11052242,0.183717579,NA,0.215288612
49,8,INGLAU,25.515,0.944,18.2,221.7777,42.792,0.6142,0.657,524,1431,234.9340042,45.33050847,1.436834094,555.0847458,0.551282051,0.688,1.547,246.2013,0.15,0.183,0.182,62.83476164,0.464146415,0.504398827,0.461162677
49,9,INGLAU,25.515,1.104,40.9,116.7558,30.8175,0.8402,0.647,296,811,105.7570652,27.91440217,1.70633694,268.115942,0.357284113,0.542,1.522,292.198,0.166,0.148,0.204,52.08796775,0.417558299,0.470078057,0.427906977
49,11,PREMON,25.515,0.0523,8.46,25.6317,5.5363,0.6875,0.095,105,213,490.0898662,105.8565966,0.550526316,2007.648184,NA,NA,0.0882,18.6351,0.184,0.195,0.182,47.33003848,0.194701987,NA,0.224463519
49,13,SCHMOR,25.515,0.063,9.9,16.1239,4.4865,0.8857,0.099,46,88,255.9349206,71.21428571,0.636363636,730.1587302,0.16,0.1,0.189,100.8967,0.116,0.105,0.122,18.73202989,0.14516129,0.208333333,0.261410788
49,14,INGLAU,25.515,0.102,10.49,42.9372,7.6433,0.5666,0.108,135,329,420.9529412,74.93431373,0.944444444,1323.529412,0.235609103,0.176,0.282,44.2178,0.293,0.282,0.225,63.77522174,0.301927195,0.318264015,0.319749216
49,16,GUAGUI,25.515,0.4247,10.89,76.5454,22.6423,0.9416,0.533,135,358,180.2340476,53.31363315,0.796810507,317.8714387,0.304849279,0.2326,0.1617,52.4612,0.152,0.153,0.163,30.8227795,0.246493902,0.365149137,0.319323308
50,1,INGLAU,20.85,0.442,23.4,144.0769,25.6154,0.5659,0.362,364,969,325.9658371,57.95339367,1.220994475,823.5294118,0.439205955,0.354,0.693,114.1782,0.177,0.186,0.177,60.69459844,0.416466346,0.525222552,0.441558442
50,6,TETBAL,20.85,0.176,11.04,31.2911,6.9763,0.7097,0.124,83,273,177.7903409,39.63806818,1.419354839,471.5909091,0.273770492,0.167,0.235,39.6751,0.186,0.174,0.185,59.23110465,0.354449472,0.308687616,0.372881356
50,7,TETBAL,20.85,0.693,14.12,80.6669,20.3204,0.8018,0.407,226,684,116.4024531,29.32236652,1.702702703,326.1183261,0.395796848,0.452,0.787,131.3083,0.214,0.182,0.182,59.93528208,0.414865577,0.461695608,0.479253112
50,9,MANBID,20.85,0.075,8.43,22.239,4.9978,0.7153,0.089,71,153,296.52,66.63733333,0.842696629,946.6666667,0.248554913,0.086,0.144,28.2776,0.163,0.259,0.235,50.92369932,0.263736264,0.311594203,0.339366516
50,12,INGLAU,20.85,0.347,12.27,109.0803,20.3052,0.5925,0.301,250,638,314.3524496,58.51642651,1.15282392,720.4610951,0.323668033,0.3159,0.3772,65.3475,0.147,0.173,0.185,57.72217759,0.40385439,0.567145422,0.471467391
50,15,GUAGUI,20.85,0.117,5.89,39.4864,9.6216,0.7756,0.187,70,135,337.4905983,82.23589744,0.625668449,598.2905983,0.228475336,0.1019,0.057,21.0291,0.152,0.146,0.162,27.10529695,0.232653061,0.341946309,0.26
51,1,TETBAL,21.62272727,0.4241,15.01,94.5909,17.6101,0.5926,0.261,251,379,223.0391417,41.52346145,1.624904215,591.8415468,0.364641555,0.3001,0.7307,115.0944,0.195,0.185,0.19,63.48701588,0.436760311,0.385237484,0.392321924
51,3,INGLAU,21.62272727,0.181,8.49,72.3507,12.6697,0.5574,0.177,156,398,399.7276243,69.99834254,1.02259887,861.878453,0.21,0.105,0.284,61.4464,0.146,0.185,0.163,46.21914384,0.345498784,0.375,0.356299213
51,4,INGLAU,21.62272727,0.254,11.21,97.0419,20.7924,0.682,0.355,195,434,382.0547244,81.85984252,0.715492958,767.7165354,0.188571429,0.132,0.288,45.7369,0.204,0.206,0.18,62.9688501,0.404494382,0.425806452,0.388973966
51,5,MANBID,21.62272727,0.049,9.8,17.1281,4.0326,0.7494,0.076,74,119,349.5530612,82.29795918,0.644736842,1510.204082,0.206827309,0.103,0.148,26.7299,0.24,0.241,0.193,55.36870695,0.290196078,0.321875,0.320261438
51,7,GUAGUI,21.62272727,0.112,8.74,42.1855,10.9201,0.824,0.225,78,195,376.65625,97.50089286,0.497777778,696.4285714,0.161616162,0.08,0.027,11.7248,0.145,0.151,0.149,23.02811135,0.177631579,0.272108844,0.233333333
51,8,TETBAL,21.62272727,0.33,11.08,38.4922,10.6094,0.8773,0.233,122,236,116.6430303,32.14969697,1.416309013,369.6969697,0.278396437,0.375,0.457,65.7257,0.166,0.169,0.182,69.53140096,0.453373016,0.426136364,0.42746114
51,11,SCHMOR,21.62272727,0.0077,3.14,4.1264,1.2045,0.9291,0.028,12,14,535.8961039,156.4285714,0.275,1558.441558,0.07755102,0.0076,0.0181,12.1068,0.122,0.109,0.128,14.95027588,0.169158879,0.104109589,0.183333333
51,13,MANBID,21.62272727,0.114,9.22,19.6044,5.8395,0.9481,0.138,72,104,171.9684211,51.22368421,0.826086957,631.5789474,0.222680412,0.108,0.184,31.5517,0.192,0.268,0.252,58.3169845,0.280060883,0.296703297,0.313186813
51,16,GUAGUI,21.62272727,0.138,7.17,53.9783,14.4033,0.8494,0.306,113,247,391.1471014,104.3717391,0.450980392,818.8405797,0.186732187,0.076,0.021,9.7862,0.154,0.134,0.14,21.45878891,0.182608696,0.274368231,0.225859247
52,2,TETBAL,22.01818182,0.5419,13.71,56.8049,15.1282,0.8477,0.321,115,295,104.825429,27.91695885,1.688161994,212.2162761,0.339949958,0.4076,0.5897,79.4187,0.174,0.183,0.176,74.25203384,0.469132856,0.475612602,0.464353042
52,3,GUAGUI,22.01818182,0.2046,10.39,63.3375,17.431,0.876,0.382,114,243,309.5674487,85.19550342,0.535602094,557.1847507,0.212834225,0.1194,0.0189,10.3,0.138,0.13,0.133,18.34951456,0.158823529,0.308527132,0.251660517
52,4,MANBID,22.01818182,0.0699,11.66,24.804,5.9081,0.7582,0.112,74,136,354.8497854,84.52217454,0.624107143,1058.655222,0.305190311,0.0882,0.1716,28.4638,0.295,0.268,0.241,60.28710151,0.280392157,0.340540541,0.344334975
52,6,PREMON,22.01818182,0.043,7.29,29.0647,6.4894,0.7107,0.115,98,199,675.9232558,150.9162791,0.373913043,2279.069767,NA,NA,0.085,21.0833,0.14,0.115,0.16,40.31626927,0.219072165,NA,0.191111111
52,7,MANBID,22.01818182,0.071,6.49,15.9109,4.0669,0.8136,0.083,49,97,224.0971831,57.28028169,0.855421687,690.1408451,0.272522523,0.121,0.196,32.8549,0.249,0.245,0.195,59.6562461,0.286969253,0.292978208,0.331775701
52,8,INGLAU,22.01818182,0.796,11.25,86.5068,21.5911,0.7945,0.429,287,690,108.6768844,27.12449749,1.855477855,360.5527638,0.442273535,0.249,0.558,92.424,0.145,0.186,0.176,60.37392885,0.415487714,0.51446281,0.489846154
52,9,GUAGUI,22.01818182,0.138,10.82,54.3928,13.1606,0.7702,0.253,145,287,394.1507246,95.36666667,0.545454545,1050.724638,0.234718826,0.096,0.028,10.7737,0.175,0.16,0.186,25.98921448,0.213740458,0.311688312,0.251824818
52,10,SCHMOR,22.01818182,0.0054,2.03,5.7483,0.9249,0.5121,0.012,25,41,1064.5,171.2777778,0.45,4629.62963,0.132044199,0.0239,0.0209,10.0688,0.108,0.123,0.132,20.75719053,0.18173913,0.179699248,0.174193548
52,11,INGLAU,22.01818182,0.284,14.88,87.4386,15.1007,0.5497,0.208,273,578,307.8823944,53.17147887,1.365384615,961.2676056,0.486646884,0.164,0.252,41.9694,0.168,0.148,0.163,60.04374616,0.457350272,0.555932203,0.493055556
52,14,TETBAL,22.01818182,0.4362,14.56,61.2754,11.7521,0.6105,0.179,152,499,140.47547,26.94199908,2.436871508,348.4640073,0.271879106,0.2069,0.356,55.0686,0.256,0.224,0.198,64.64664074,0.45994832,0.470227273,0.502534562
53,2,PREMON,24.08636364,0.0322,6.04,16.4921,3.548,0.6848,0.061,85,176,512.1770186,110.1863354,0.527868852,2639.751553,NA,NA,0.0387,8.9127,0.168,0.188,0.159,43.4211855,0.199484536,NA,0.211842105
53,3,MANBID,24.08636364,0.0549,5.2,16.8798,3.8806,0.7318,0.071,67,101,307.4644809,70.6848816,0.773239437,1220.400729,0.219701493,0.0736,0.1288,16.363,0.29,0.286,0.287,78.71417222,0.301639344,0.253793103,0.368456376
53,4,TETBAL,24.08636364,0.1493,5.31,13.6977,4.5605,1.0598,0.121,44,159,91.74614869,30.54588078,1.233884298,294.7086403,0.323028786,0.2581,0.2753,44.4643,0.181,0.2,0.183,61.91483955,0.390496454,0.437457627,0.432753623
53,5,INGLAU,24.08636364,0.3549,19.7,114.2271,20.8298,0.5805,0.302,372,797,321.8571429,58.69202592,1.175165563,1048.182587,0.383713355,0.1178,0.2168,40.2129,0.19,0.202,0.187,53.9130478,0.401481482,0.521238938,0.481546811
53,6,TETBAL,24.08636364,0.3047,9.24,56.8809,11.8369,0.6624,0.196,161,414,186.6783722,38.84771907,1.554591837,528.3885789,0.419861111,0.3023,0.5654,88.7867,0.165,0.172,0.191,63.68070894,0.419747587,0.504674457,0.520854701
53,7,GUAGUI,24.08636364,0.0923,9.72,37.3534,9.417,0.8025,0.189,93,191,404.695558,102.0260022,0.488359788,1007.583965,0.295321637,0.0505,0.0535,16.4475,0.191,0.161,0.209,32.52773978,0.246543779,0.397637795,0.274702381
53,11,SCHMOR,24.08636364,0.0188,3.25,6.8831,1.8366,0.8494,0.039,25,41,366.1223404,97.69148936,0.482051282,1329.787234,0.100784314,0.0257,0.0295,14.7,0.163,0.152,0.117,20.06802721,0.163888889,0.160625,0.272463768
53,14,GUAGUI,24.08636364,0.0805,8.76,35.6637,8.785,0.7841,0.172,112,208,443.0273292,109.1304348,0.468023256,1391.304348,0.216901408,0.0616,0.0052,2.6427,0.14,0.121,0.111,19.67684565,0.167741936,0.309547739,0.243202417
53,15,INGLAU,24.08636364,0.579,30.7,103.6342,22.7046,0.6974,0.396,337,748,178.9882556,39.2134715,1.462121212,582.0379965,0.310666667,0.233,0.493,77.5807,0.196,0.192,0.177,63.54673263,0.364914878,0.517777778,0.501298701
53,16,MANBID,24.08636364,0.07,6.49,17.8528,3.8055,0.6785,0.065,71,132,255.04,54.36428571,1.076923077,1014.285714,0.237458194,0.071,0.097,14.9973,0.269,0.272,0.292,64.67830876,0.288690476,0.308695652,0.414201183
54,1,PREMON,18.65,0.0374,6.66,21.127,4.4723,0.6738,0.075,103,246,564.8930481,119.5802139,0.498666667,2754.010695,NA,NA,0.071,19.5709,0.206,0.178,0.165,36.27835204,0.187335092,NA,0.222619048
54,2,TETBAL,18.65,0.51,13.98,122.8341,26.4259,0.6848,0.452,383,888,240.8511765,51.8154902,1.128318584,750.9803922,0.272450533,0.358,0.393,59.4378,0.165,0.162,0.184,66.11954009,0.389494549,0.375262055,0.408981556
54,3,SCHMOR,18.65,0.0342,10.02,17.584,4.6933,0.8496,0.1,42,121,514.1520468,137.2309942,0.342,1228.070175,0.215384615,0.0448,0.0811,44.6387,0.108,0.11,0.102,18.16809181,0.165173116,0.193103448,0.226490066
54,5,GUAGUI,18.65,0.1496,11.21,79.0724,19.0198,0.7657,0.364,183,332,528.5588235,127.1377005,0.410989011,1223.262032,0.42388664,0.1047,NA,NA,NA,NA,NA,NA,NA,0.292458101,0.229800307
54,10,TETBAL,18.65,0.6202,9.04,47.737,13.9735,0.9318,0.325,153,303,76.97033215,22.53063528,1.908307692,246.6946146,0.259844454,0.6348,1.159,134.3909,0.171,0.2,0.198,86.24095828,0.432785661,0.516097561,0.514262023
54,11,INGLAU,18.65,0.616,27.1,143.2223,28.3262,0.6295,0.446,427,1273,232.5037338,45.98409091,1.381165919,693.1818182,0.390625,0.4,1.073,189.7585,0.162,0.207,0.162,56.54555659,0.334163812,0.435255713,0.43258427
54,14,MANBID,18.65,0.052,4.84,12.1293,3.1786,0.8342,0.066,57,77,233.2557692,61.12692308,0.787878788,1096.153846,0.331838565,0.074,0.182,27.1385,0.269,0.15,0.195,67.06339702,0.322695036,0.312236287,0.396946565
54,15,MANBID,18.65,0.067,9.16,12.2258,3.6773,0.9574,0.088,41,67,182.4746269,54.88507463,0.761363636,611.9402985,0.485596708,0.118,0.189,29.0614,0.195,0.251,0.277,65.03471959,0.3,0.373417722,0.396449704
54,16,GUAGUI,18.65,0.14,9.32,42.7465,12.1113,0.9019,0.273,90,204,305.3321429,86.50928571,0.512820513,642.8571429,0.21875,0.084,0.03,11.4217,0.214,0.197,0.124,26.26579231,0.2,0.330708661,0.273972603
55,1,SCHMOR,28.16590909,0.0033,2.15,5.2284,1.2991,0.7909,0.026,22,36,1584.363636,393.6666667,0.126923077,6666.666667,0.049101796,0.0082,0.0152,7.1,0.177,0.13,0.176,21.4084507,0.153535354,0.086315789,0.086842105
55,4,INGLAU,28.16590909,0.396,17.1,71.8969,14.9154,0.6604,0.246,253,598,181.5578283,37.66515152,1.609756098,638.8888889,0.534193548,0.414,0.734,126.8167,0.173,0.164,0.184,57.87881249,0.448381185,0.516209476,0.44544432
55,6,MANBID,28.16590909,0.0482,5.29,13.1354,3.452,0.8365,0.072,55,112,272.5186722,71.61825726,0.669444444,1141.078838,0.216058394,0.0592,0.1647,23.3978,0.184,0.294,0.271,70.39123336,0.288441331,0.260792952,0.239800995
55,8,TETBAL,28.16590909,0.4065,9.57,68.4859,16.7768,0.7798,0.327,213,395,168.4769988,41.27134071,1.243119266,523.9852399,0.335172414,0.2916,0.3907,69.3692,0.206,0.204,0.172,56.32182582,0.359760589,0.370520966,0.396585366
55,9,PREMON,28.16590909,0.047,7.18,16.6592,3.9358,0.752,0.074,69,174,354.4510638,83.74042553,0.635135135,1468.085106,NA,NA,0.06,11.1104,0.171,0.156,0.121,54.00345622,0.198019802,NA,0.182879377
55,12,PREMON,28.16590909,0.0784,8.87,33.8612,7.776,0.731,0.142,151,276,431.9030612,99.18367347,0.552112676,1926.020408,NA,NA,0.1594,40.4986,0.158,0.153,0.159,39.35938526,0.186869871,NA,0.210752688
55,14,GUAGUI,28.16590909,0.215,11.27,71.6883,20.0853,0.8918,0.448,135,315,333.4339535,93.42,0.479910714,627.9069767,0.198934281,0.112,0.145,47.9541,0.171,0.165,0.178,30.2372477,0.203366059,0.286445013,0.244318182
55,15,INGLAU,28.16590909,0.202,12.6,97.3882,19.2683,0.6298,0.303,294,739,482.119802,95.38762376,0.666666667,1455.445545,0.234042553,0.077,0.212,44.4104,0.148,0.149,0.162,47.73656621,0.357504216,0.396907217,0.343537415
55,16,GUAGUI,28.16590909,0.208,11.31,75.3036,20.4683,0.8652,0.443,192,373,362.0365385,98.40528846,0.469525959,923.0769231,0.217943925,0.1166,0.0966,30.5777,0.188,0.176,0.18,31.59165012,0.20422833,0.281642512,0.237714286
56,2,MANBID,31.01818182,0.062,8.14,15.7544,3.9505,0.7982,0.079,54,77,254.1032258,63.71774194,0.784810127,870.9677419,0.264026403,0.08,0.148,23.6405,0.313,0.292,0.214,62.60442884,0.270072993,0.3125,0.333333333
56,3,MANBID,31.01818182,0.0975,8.79,20.2601,5.7506,0.9035,0.13,58,169,207.7958974,58.98051282,0.75,594.8717949,0.214449541,0.0935,0.2243,33.7417,0.285,0.187,0.288,66.47560733,0.29591029,0.273391813,0.316558442
56,4,INGLAU,31.01818182,0.601,12.53,165.8906,36.7972,0.7061,0.65,476,1184,276.0242928,61.2266223,0.924615385,792.0133111,0.530670471,0.372,0.72,124.3202,0.161,0.186,0.198,57.91496474,0.38115405,0.477535302,0.409400545
56,7,TETBAL,31.01818182,0.108,3.72,9.3378,2.8312,0.9651,0.068,44,167,86.46111111,26.21481481,1.588235294,407.4074074,0.32721202,0.196,0.422,61.6832,0.148,0.188,0.19,68.41409006,0.406159769,0.400817996,0.372413793
56,8,TETBAL,31.01818182,0.223,16.5,83.0312,25.1499,0.9642,0.606,189,397,372.3372197,112.7798206,0.367986799,847.5336323,0.23364486,0.15,0.171,55.7423,0.153,0.155,0.167,30.67688273,0.240506329,0.292397661,0.217137293
56,10,TETBAL,31.01818182,0.1257,5.85,17.7469,5.6221,1.0084,0.142,64,134,141.1845664,44.72633254,0.885211268,509.1487669,0.315263158,0.1797,0.1603,23.0998,0.205,0.186,0.172,69.39454021,0.437978142,0.409339408,0.369705882
56,12,PREMON,31.01818182,0.054,5.91,28.7346,6.3281,0.701,0.111,128,275,532.1222222,117.187037,0.486486486,2370.37037,NA,NA,0.061,17.3918,0.149,0.169,0.157,35.07400039,0.156812339,NA,0.184300341
56,13,GUAGUI,31.01818182,0.1333,13.61,76.5156,19.7404,0.8212,0.405,207,305,574.0105026,148.0900225,0.329135802,1552.888222,0.186836935,0.0951,0.0125,6.0801,0.16,0.165,0.168,20.55887239,0.158227848,0.270170455,0.189078014
56,15,INGLAU,31.01818182,0.552,17.6,135.2028,29.1153,0.6855,0.499,461,1037,244.9326087,52.7451087,1.106212425,835.1449275,0.41955836,0.266,0.471,93.2678,0.162,0.202,0.195,50.49974375,0.342545455,0.440397351,0.383599722
56,16,PREMON,31.01818182,0.046,10.03,37.1091,8.3864,0.7194,0.151,148,303,806.7195652,182.3130435,0.304635762,3217.391304,NA,NA,0.12,25.1844,0.176,0.155,0.135,47.64854434,0.1875,NA,0.211981567
57,1,PREMON,31.89545455,0.0462,4.43,22.6667,5.1675,0.7257,0.094,90,209,490.6212121,111.8506494,0.491489362,1948.051948,NA,NA,0.0346,8.7183,0.131,0.144,0.166,39.68663616,0.175634518,NA,0.21
57,2,SCHMOR,31.89545455,0.0321,10.98,16.1997,3.5542,0.6984,0.062,58,130,504.6635514,110.7227414,0.517741935,1806.853583,0.157428571,0.0551,0.0704,30.1605,0.136,0.128,0.107,23.3417881,0.19501385,0.191986063,0.179329609
57,3,SCHMOR,31.89545455,0.127,11.54,30.3955,7.3189,0.7665,0.14,103,193,239.3346457,57.62913386,0.907142857,811.023622,0.182779456,0.121,0.22,113.4335,0.126,0.11,0.122,19.39462328,0.163447251,0.216457961,0.261316872
57,5,TETBAL,31.89545455,0.4757,11.51,123.9714,25.7937,0.6623,0.427,292,888,260.6083666,54.2226193,1.114051522,613.8322472,0.415500795,0.5227,0.9828,126.6409,0.198,0.235,0.22,77.60526023,0.427118644,0.368357999,0.410440035
57,6,UREBAC,31.89545455,0.0932,13.17,65.2266,12.711,0.6203,0.197,258,651,699.8562232,136.3841202,0.473096447,2768.240343,NA,0.4924,0.0111,6.3391,0.244,0.273,0.217,17.51037213,0.094067797,0.549553571,0.215242494
57,7,INGLAU,31.89545455,0.2488,11.08,88.624,16.1314,0.5794,0.234,300,615,356.2057878,64.83681672,1.063247863,1205.787781,0.222686025,0.1227,0.3427,62.2248,0.187,0.16,0.171,55.07450406,0.376593407,0.473745174,0.432695652
57,8,MANBID,31.89545455,0.11,5.63,25.2317,6.3387,0.7997,0.127,87,174,229.3790909,57.62454545,0.866141732,790.9090909,0.177824268,0.085,0.156,24.8955,0.294,0.213,0.207,62.66192685,0.307692308,0.262345679,0.320699709
57,9,PREMON,31.89545455,0.0479,7.88,26.1755,5.8739,0.7143,0.105,105,206,546.4613779,122.6283925,0.456190476,2192.066806,NA,NA,0.0366,7.4817,0.171,0.143,0.138,48.91936325,0.201098901,NA,0.207359307
57,11,MANBID,31.89545455,0.125,12.33,42.5317,10.4849,0.7847,0.206,151,285,340.2536,83.8792,0.606796117,1208,0.255083179,0.138,0.24,39.2413,0.202,0.252,0.286,61.16005331,0.297766749,0.292993631,0.311720698
57,13,INGLAU,31.89545455,0.4566,14.8,113.6942,23.9118,0.6695,0.4,303,801,249.0017521,52.36925099,1.1415,663.6005256,0.349019608,0.2136,0.5757,114.2313,0.158,0.148,0.16,50.39774563,0.392701228,0.456410256,0.429135338
57,15,GUAGUI,31.89545455,0.1343,9.12,79.0795,16.1478,0.65,0.262,255,507,588.8272524,120.2367833,0.51259542,1898.734177,0.243274854,0.1248,0.1165,37.7627,0.167,0.189,0.165,30.85054829,0.200171821,0.316751269,0.25009311
57,16,TETBAL,31.89545455,0.945,36.2,142.0891,32.5602,0.7294,0.594,440,990,150.358836,34.4552381,1.590909091,465.6084656,0.390665514,0.452,0.712,97.5074,0.196,0.166,0.178,73.02009899,0.417595308,0.38898451,0.431309904
58,1,MANBID,30.11363636,0.142,11.44,34.4264,8.4292,0.7794,0.164,119,186,242.4394366,59.36056338,0.865853659,838.028169,0.295238095,0.124,0.244,40.3049,0.264,0.267,0.21,60.53854494,0.274157303,0.358381503,0.358585859
58,2,SCHMOR,30.11363636,0.0302,7.21,19.0765,3.7597,0.6273,0.059,78,151,631.6721854,124.4933775,0.511864407,2582.781457,0.117277487,0.0224,0.0633,33.1724,0.117,0.12,0.126,19.08212852,0.170619946,0.142675159,0.253781513
58,3,INGLAU,30.11363636,0.3505,16.5,149.6266,32.0784,0.6824,0.547,420,1032,426.8947218,91.52182596,0.640767824,1198.28816,0.330592503,0.2734,0.7216,135.015,0.165,0.173,0.16,53.44591342,0.37388601,0.430551181,0.354040404
58,4,GUAGUI,30.11363636,0.044,5.98,27.1532,6.3998,0.7502,0.12,79,142,617.1181818,145.45,0.366666667,1795.454545,0.2175,0.0174,0.0223,9.6631,0.162,0.157,0.144,23.07748031,0.190598291,0.241666667,0.237837838
58,5,TETBAL,30.11363636,0.382,9.8,79.2914,18.5328,0.744,0.345,223,593,207.5691099,48.51518325,1.107246377,583.7696335,0.38807947,0.293,0.47,71.8065,0.175,0.206,0.196,65.45368456,0.40239726,0.400820793,0.407249467
58,6,TETBAL,30.11363636,0.331,18.6,143.1872,30.321,0.674,0.511,306,966,432.5897281,91.60422961,0.647749511,924.4712991,0.301215278,0.347,0.635,109.9209,0.163,0.173,0.193,57.76881376,0.381840048,0.342885376,0.310215558
58,7,PREMON,30.11363636,0.0441,6.67,19.4064,5.2195,0.8561,0.112,84,191,440.0544218,118.3560091,0.39375,1904.761905,NA,NA,0.0334,8.5592,0.156,0.192,0.184,39.02233854,0.190857143,NA,0.227319588
58,9,SCHMOR,30.11363636,0.0183,5.99,12.724,2.6158,0.6544,0.043,39,143,695.3005464,142.9398907,0.425581395,2131.147541,0.161130742,0.0456,0.0594,26.2239,0.161,0.186,0.151,22.65109309,0.214440433,0.222439024,0.225925926
58,10,PREMON,30.11363636,0.025,7.38,23.2323,5.2045,0.7131,0.093,122,260,929.292,208.18,0.268817204,4880,NA,NA,0.041,12.6448,0.133,0.155,0.115,32.4243958,0.173728814,NA,0.161290323
58,11,INGLAU,30.11363636,0.576,12.21,113.0553,24.7163,0.6959,0.43,320,805,196.2765625,42.91024306,1.339534884,555.5555556,0.397173145,0.562,1.066,206.2884,0.168,0.171,0.151,51.6752275,0.374560787,0.46716542,0.425092251
58,14,MANBID,30.11363636,0.038,9.69,13.0354,3.4854,0.8511,0.074,62,86,343.0368421,91.72105263,0.513513514,1631.578947,0.157407407,0.034,0.061,9.366,0.271,0.281,0.257,65.12919069,0.293269231,0.248175183,0.287878788
58,16,GUAGUI,30.11363636,0.1089,9.54,37.5122,9.9492,0.8442,0.21,103,174,344.4646465,91.36088154,0.518571429,945.8218549,0.20887372,0.0612,0.0706,30.9894,0.145,0.158,0.167,22.78198352,0.185789474,0.279452055,0.263043478
59,3,MANBID,28.14318182,0.1254,10.03,35.3512,9.1409,0.8231,0.188,105,243,281.907496,72.89393939,0.667021277,837.3205742,0.211568123,0.0823,0.1768,28.1523,0.255,0.262,0.199,62.80126313,0.288888889,0.293928571,0.33619303
59,4,INGLAU,28.14318182,1.046,24.9,216.9103,51.7903,0.76,0.984,647,1862,207.3712237,49.51271511,1.06300813,618.5468451,0.258784622,0.626,1.293,224.6972,0.214,0.181,0.216,57.54410825,0.50330868,0.453294714,0.353497803
59,6,SCHMOR,28.14318182,0.132,11.82,44.6244,12.6151,0.8998,0.284,112,260,338.0636364,95.56893939,0.464788732,848.4848485,0.086169045,0.157,0.316,149.3341,0.145,0.135,0.128,21.16060565,0.159113797,0.225574713,0.228373702
59,7,GUAGUI,28.14318182,0.191,19.3,87.637,24.5874,0.893,0.549,203,389,458.8324607,128.7298429,0.347905282,1062.827225,0.273584906,0.145,0.131,42.8332,0.169,0.165,0.16,30.58375279,0.199391172,0.318681319,0.245186136
59,10,PREMON,28.14318182,0.0596,7.44,30.1219,7.7296,0.8168,0.158,93,187,505.4010067,129.6912752,0.37721519,1560.402685,NA,NA,0.0728,19.2995,0.121,0.129,0.156,37.72118449,0.210404624,NA,0.212857143
59,11,MANBID,28.14318182,0.1631,7.09,28.6867,8.2506,0.9155,0.189,84,197,175.8841202,50.58614347,0.862962963,515.0214592,0.360619469,0.163,0.2432,34.4507,0.214,0.284,0.285,70.5936309,0.300990099,0.389952153,0.366516854
59,13,GUAGUI,28.14318182,0.122,12.99,77.0227,20.7929,0.8593,0.447,176,258,631.3336066,170.4336066,0.272930649,1442.622951,0.183374083,0.075,0.049,18.8167,0.156,0.163,0.169,26.04069789,0.18490566,0.253378378,0.191522763
59,15,INGLAU,28.14318182,0.446,16.9,89.0371,21.1473,0.756,0.4,308,733,199.6347534,47.41547085,1.115,690.5829596,0.349875931,0.141,0.478,85.6746,0.153,0.163,0.194,55.79249859,0.375490966,0.412280702,0.40361991
60,4,MANBID,20.72272727,0.062,7.56,22.9268,5.5826,0.7751,0.108,89,174,369.7870968,90.04193548,0.574074074,1435.483871,0.237341772,0.075,0.15,22.9527,0.232,0.259,0.201,65.35178868,0.324675325,0.296442688,0.314720812
60,5,GUAGUI,20.72272727,0.1331,13.2,55.8053,16.7772,0.957,0.401,146,269,419.2734786,126.0495868,0.3319202,1096.919609,0.2275,0.0728,0.1085,37.3133,0.184,0.144,0.139,29.07810352,0.257109005,0.35862069,0.233919156
60,8,INGLAU,20.72272727,0.925,12.61,193.9733,43.9145,0.7206,0.791,619,1457,209.7008649,47.47513514,1.169405815,669.1891892,0.36253406,0.2661,0.948,161.7461,0.188,0.173,0.219,58.61037762,0.490429384,0.457216495,0.416854439
60,10,TETBAL,20.72272727,0.448,20.7,88.9311,21.8441,0.7819,0.427,277,634,198.5069196,48.75915179,1.049180328,618.3035714,0.474702381,0.319,0.468,73.1806,0.15,0.178,0.173,63.95137509,0.420485175,0.410553411,0.438356164
60,12,GUAGUI,20.72272727,0.138,12.63,58.9105,18.0327,0.9744,0.439,141,290,426.8876812,130.6717391,0.314350797,1021.73913,0.275,0.143,0.106,34.3201,0.154,0.142,0.139,30.88569089,0.257281553,0.368556701,0.198275862
60,14,MANBID,20.72272727,0.0615,9.26,17.2534,4.5823,0.8454,0.097,59,101,280.5430894,74.50894309,0.634020619,959.3495935,0.272457627,0.0643,0.1318,22.1013,0.18,0.184,0.264,59.63450114,0.298190045,0.345698925,0.608910891
