"","Plot","Position","Treatment","Species","Start_LA","Moisture","Densiometer","Status","Days"
"394",25,10,"Control","MANBID",16.96,39.209091,6.76,0,228
"395",25,11,"Control","SCHMOR",8.41,39.209091,6.76,0,228
"396",25,12,"Control","GUAGUI",23.98,39.209091,6.76,0,228
"397",25,13,"Control","TETBAL",80.27,39.209091,6.76,0,228
"398",25,14,"Control","UREBAC",3.83,39.209091,6.76,1,185
"399",25,15,"Control","MANBID",17.36,39.209091,6.76,0,228
"400",25,16,"Control","TETBAL",75.32,39.209091,6.76,1,14
"401",26,1,"Drought","INGLAU",106.92,14.061364,8.32,0,228
"402",26,2,"Drought","PREMON",8.63,14.061364,8.32,1,59
"403",26,3,"Drought","SCHMOR",15.68,14.061364,8.32,1,136
"404",26,4,"Drought","TETBAL",74.5,14.061364,8.32,1,53
"405",26,5,"Drought","MANBID",17.57,14.061364,8.32,0,228
"406",26,6,"Drought","TETBAL",69,14.061364,8.32,0,228
"407",26,7,"Drought","MANBID",16.56,14.061364,8.32,0,228
"408",26,8,"Drought","GUAGUI",32.66,14.061364,8.32,1,102
"409",26,9,"Drought","UREBAC",5.43,14.061364,8.32,1,8
"410",26,10,"Drought","SCHMOR",12.29,14.061364,8.32,1,87
"411",26,11,"Drought","GUAGUI",25.63,14.061364,8.32,1,185
"412",26,12,"Drought","INGLAU",86.34,14.061364,8.32,0,228
"413",26,13,"Drought","PREMON",12.44,14.061364,8.32,1,46
"414",26,14,"Drought","UREBAC",8.78,14.061364,8.32,1,35
"415",26,15,"Drought","CECSCH",4.08,14.061364,8.32,1,24
"416",26,16,"Drought","CECSCH",4.93,14.061364,8.32,1,32
"417",27,1,"Control","INGLAU",72.3,39.009091,7.28,0,228
"418",27,2,"Control","MANBID",18.57,39.009091,7.28,0,228
"419",27,3,"Control","MANBID",16.15,39.009091,7.28,0,228
"420",27,4,"Control","TETBAL",62.4,39.009091,7.28,0,228
"421",27,5,"Control","CECSCH",3.8,39.009091,7.28,1,102
"422",27,6,"Control","PREMON",9.35,39.009091,7.28,0,228
"423",27,7,"Control","CECSCH",2.96,39.009091,7.28,1,53
"424",27,8,"Control","GUAGUI",26.67,39.009091,7.28,0,228
"425",27,9,"Control","PREMON",7.99,39.009091,7.28,0,228
"426",27,10,"Control","UREBAC",1.12,39.009091,7.28,1,87
"427",27,11,"Control","SCHMOR",11.48,39.009091,7.28,0,228
"428",27,12,"Control","GUAGUI",22.74,39.009091,7.28,0,228
"429",27,13,"Control","UREBAC",0.64,39.009091,7.28,1,136
"430",27,14,"Control","INGLAU",117.3,39.009091,7.28,0,228
"431",27,15,"Control","TETBAL",68.73,39.009091,7.28,0,228
"432",27,16,"Control","SCHMOR",8.25,39.009091,7.28,0,228
"433",28,1,"Control","MANBID",16.35,35.552727,9.1,0,228
"434",28,2,"Control","SCHMOR",9.7,35.552727,9.1,1,161
"435",28,3,"Control","GUAGUI",21.91,35.552727,9.1,0,228
"436",28,4,"Control","PREMON",6.54,35.552727,9.1,0,228
"437",28,5,"Control","CECSCH",8.17,35.552727,9.1,1,32
"438",28,6,"Control","INGLAU",135.96,35.552727,9.1,0,228
"439",28,7,"Control","MANBID",13.93,35.552727,9.1,0,228
"440",28,8,"Control","PREMON",10.26,35.552727,9.1,0,228
"441",28,9,"Control","TETBAL",78.62,35.552727,9.1,1,59
"442",28,10,"Control","UREBAC",2.87,35.552727,9.1,1,136
"443",28,11,"Control","GUAGUI",27.91,35.552727,9.1,0,228
"444",28,12,"Control","INGLAU",71.92,35.552727,9.1,0,228
"445",28,13,"Control","SCHMOR",7.6,35.552727,9.1,0,228
"446",28,14,"Control","TETBAL",64.88,35.552727,9.1,0,228
"447",28,15,"Control","CECSCH",1.83,35.552727,9.1,1,46
"448",28,16,"Control","UREBAC",5.11,35.552727,9.1,1,46
"449",29,1,"Control","CECSCH",3.24,29.386364,9.88,1,83
"450",29,2,"Control","TETBAL",83.84,29.386364,9.88,0,228
"451",29,3,"Control","MANBID",16.96,29.386364,9.88,0,228
"452",29,4,"Control","SCHMOR",7.92,29.386364,9.88,1,102
"453",29,5,"Control","TETBAL",54.98,29.386364,9.88,1,14
"454",29,6,"Control","CECSCH",4.65,29.386364,9.88,1,183
"455",29,7,"Control","SCHMOR",8.08,29.386364,9.88,1,122
"456",29,8,"Control","GUAGUI",31.01,29.386364,9.88,0,228
"457",29,9,"Control","UREBAC",4.95,29.386364,9.88,1,179
"458",29,10,"Control","INGLAU",96.73,29.386364,9.88,0,228
"459",29,11,"Control","PREMON",7.08,29.386364,9.88,0,228
"460",29,12,"Control","INGLAU",83.46,29.386364,9.88,0,228
"461",29,13,"Control","MANBID",18.37,29.386364,9.88,0,228
"462",29,14,"Control","PREMON",6.36,29.386364,9.88,0,228
"463",29,15,"Control","UREBAC",10.85,29.386364,9.88,1,17
"464",29,16,"Control","GUAGUI",24.39,29.386364,9.88,0,228
"465",30,1,"Control","GUAGUI",25.63,30.161364,7.54,0,228
"466",30,2,"Control","PREMON",10.26,30.161364,7.54,0,228
"467",30,3,"Control","TETBAL",61.3,30.161364,7.54,0,228
"468",30,4,"Control","PREMON",9.99,30.161364,7.54,0,228
"469",30,5,"Control","CECSCH",2.67,30.161364,7.54,1,83
"470",30,6,"Control","SCHMOR",12.93,30.161364,7.54,1,228
"471",30,7,"Control","CECSCH",7.04,30.161364,7.54,1,172
"472",30,8,"Control","SCHMOR",8.73,30.161364,7.54,1,32
"473",30,9,"Control","INGLAU",103.46,30.161364,7.54,0,228
"474",30,10,"Control","INGLAU",90.19,30.161364,7.54,0,228
"475",30,11,"Control","MANBID",17.36,30.161364,7.54,0,228
"476",30,12,"Control","GUAGUI",26.05,30.161364,7.54,0,228
"477",30,13,"Control","UREBAC",4.79,30.161364,7.54,0,228
"478",30,14,"Control","TETBAL",57.45,30.161364,7.54,0,228
"479",30,15,"Control","UREBAC",8.46,30.161364,7.54,1,185
"480",30,16,"Control","MANBID",20.8,30.161364,7.54,0,228
"481",31,1,"Control","TETBAL",69,30.863636,13,0,228
"482",31,2,"Control","GUAGUI",19.64,30.863636,13,0,228
"483",31,3,"Control","GUAGUI",35.76,30.863636,13,0,228
"484",31,4,"Control","INGLAU",47.69,30.863636,13,0,228
"485",31,5,"Control","CECSCH",2.82,30.863636,13,1,17
"486",31,6,"Control","MANBID",19.18,30.863636,13,0,228
"487",31,7,"Control","SCHMOR",9.7,30.863636,13,0,228
"488",31,8,"Control","MANBID",19.18,30.863636,13,0,228
"489",31,9,"Control","SCHMOR",7.44,30.863636,13,0,228
"490",31,10,"Control","CECSCH",2.82,30.863636,13,1,109
"491",31,11,"Control","UREBAC",1.76,30.863636,13,1,32
"492",31,12,"Control","PREMON",6.54,30.863636,13,1,66
"493",31,13,"Control","UREBAC",2.55,30.863636,13,1,115
"494",31,14,"Control","INGLAU",60.57,30.863636,13,0,228
"495",31,15,"Control","PREMON",5.27,30.863636,13,1,17
"496",31,16,"Control","TETBAL",76.15,30.863636,13,0,228
"497",32,1,"Control","GUAGUI",25.84,37.102273,6.76,0,228
"498",32,2,"Control","GUAGUI",23.15,37.102273,6.76,0,228
"499",32,3,"Control","TETBAL",73.95,37.102273,6.76,0,228
"500",32,4,"Control","TETBAL",63.23,37.102273,6.76,0,228
"501",32,5,"Control","CECSCH",4.79,37.102273,6.76,1,46
"502",32,6,"Control","MANBID",17.16,37.102273,6.76,0,228
"503",32,7,"Control","SCHMOR",8.89,37.102273,6.76,1,24
"504",32,8,"Control","MANBID",19.99,37.102273,6.76,0,228
"505",32,9,"Control","SCHMOR",12.61,37.102273,6.76,1,122
"506",32,10,"Control","CECSCH",2.53,37.102273,6.76,1,17
"507",32,11,"Control","UREBAC",2.23,37.102273,6.76,1,136
"508",32,12,"Control","PREMON",8.44,37.102273,6.76,0,228
"509",32,13,"Control","UREBAC",5.11,37.102273,6.76,1,152
"510",32,14,"Control","INGLAU",91.73,37.102273,6.76,0,228
"511",32,15,"Control","PREMON",5.63,37.102273,6.76,1,46
"512",32,16,"Control","INGLAU",64.04,37.102273,6.76,0,228
"513",33,1,"Control","UREBAC",3.99,33.111364,9.88,1,66
"514",33,2,"Control","MANBID",14.33,33.111364,9.88,0,228
"515",33,3,"Control","PREMON",9.62,33.111364,9.88,0,228
"516",33,4,"Control","INGLAU",105.19,33.111364,9.88,0,228
"517",33,5,"Control","SCHMOR",12.45,33.111364,9.88,1,183
"518",33,6,"Control","GUAGUI",44.65,33.111364,9.88,1,207
"519",33,7,"Control","TETBAL",NA,33.111364,9.88,0,228
"520",33,8,"Control","INGLAU",98.65,33.111364,9.88,0,228
"521",33,9,"Control","MANBID",14.74,33.111364,9.88,0,228
"522",33,10,"Control","UREBAC",3.03,33.111364,9.88,1,14
"523",33,11,"Control","CECSCH",2.82,33.111364,9.88,1,46
"524",33,12,"Control","CECSCH",4.22,33.111364,9.88,1,24
"525",33,13,"Control","PREMON",6.27,33.111364,9.88,0,228
"526",33,14,"Control","GUAGUI",38.86,33.111364,9.88,0,228
"527",33,15,"Control","SCHMOR",10.35,33.111364,9.88,0,228
"528",33,16,"Control","TETBAL",71.47,33.111364,9.88,1,32
"529",34,1,"Drought","GUAGUI",26.67,25.727273,8.32,0,228
"530",34,2,"Drought","PREMON",NA,25.727273,8.32,1,35
"531",34,3,"Drought","CECSCH",4.79,25.727273,8.32,1,46
"532",34,4,"Drought","GUAGUI",30.18,25.727273,8.32,1,195
"533",34,5,"Drought","SCHMOR",8.73,25.727273,8.32,0,228
"534",34,6,"Drought","TETBAL",119.58,25.727273,8.32,0,228
"535",34,7,"Drought","UREBAC",2.39,25.727273,8.32,1,17
"536",34,8,"Drought","MANBID",19.18,25.727273,8.32,0,228
"537",34,9,"Drought","SCHMOR",8.73,25.727273,8.32,0,228
"538",34,10,"Drought","INGLAU",90.96,25.727273,8.32,0,228
"539",34,11,"Drought","INGLAU",101.92,25.727273,8.32,0,228
"540",34,12,"Drought","UREBAC",2.08,25.727273,8.32,1,185
"541",34,13,"Drought","CECSCH",4.93,25.727273,8.32,1,73
"542",34,14,"Drought","PREMON",6.08,25.727273,8.32,0,228
"543",34,15,"Drought","TETBAL",83.02,25.727273,8.32,0,228
"544",34,16,"Drought","MANBID",18.37,25.727273,8.32,0,228
"545",35,1,"Control","MANBID",17.57,32.143182,13.78,0,228
"546",35,2,"Control","TETBAL",105.01,32.143182,13.78,0,228
"547",35,3,"Control","CECSCH",1.97,32.143182,13.78,1,35
"548",35,4,"Control","MANBID",16.15,32.143182,13.78,0,228
"549",35,5,"Control","UREBAC",3.99,32.143182,13.78,1,66
"550",35,6,"Control","TETBAL",67.35,32.143182,13.78,1,8
"551",35,7,"Control","INGLAU",77.11,32.143182,13.78,0,228
"552",35,8,"Control","GUAGUI",23.98,32.143182,13.78,0,228
"553",35,9,"Control","PREMON",4.54,32.143182,13.78,0,228
"554",35,10,"Control","SCHMOR",7.92,32.143182,13.78,1,24
"555",35,11,"Control","UREBAC",2.39,32.143182,13.78,1,24
"556",35,12,"Control","INGLAU",65.57,32.143182,13.78,0,228
"557",35,13,"Control","SCHMOR",6.95,32.143182,13.78,0,228
"558",35,14,"Control","CECSCH",2.82,32.143182,13.78,1,14
"559",35,15,"Control","PREMON",6.54,32.143182,13.78,0,228
"560",35,16,"Control","GUAGUI",25.84,32.143182,13.78,0,228
"561",36,1,"Control","UREBAC",3.99,35.25,12.22,1,32
"562",36,2,"Control","SCHMOR",11.48,35.25,12.22,0,228
"563",36,3,"Control","GUAGUI",20.67,35.25,12.22,1,228
"564",36,4,"Control","GUAGUI",26.25,35.25,12.22,1,136
"565",36,5,"Control","SCHMOR",5.66,35.25,12.22,0,228
"566",36,6,"Control","CECSCH",2.53,35.25,12.22,1,14
"567",36,7,"Control","MANBID",18.98,35.25,12.22,0,228
"568",36,8,"Control","MANBID",14.13,35.25,12.22,0,228
"569",36,9,"Control","INGLAU",77.5,35.25,12.22,0,228
"570",36,10,"Control","TETBAL",53.06,35.25,12.22,0,228
"571",36,11,"Control","CECSCH",1.55,35.25,12.22,1,14
"572",36,12,"Control","PREMON",1.91,35.25,12.22,0,228
"573",36,13,"Control","TETBAL",70.1,35.25,12.22,0,228
"574",36,14,"Control","PREMON",3.36,35.25,12.22,0,228
"575",36,15,"Control","UREBAC",2.55,35.25,12.22,1,8
"576",36,16,"Control","INGLAU",64.04,35.25,12.22,0,228
"577",37,1,"Drought","MANBID",16.15,24.529545,18.72,0,228
"578",37,2,"Drought","TETBAL",50.86,24.529545,18.72,0,228
"579",37,3,"Drought","GUAGUI",29.35,24.529545,18.72,0,228
"580",37,4,"Drought","TETBAL",62.95,24.529545,18.72,0,228
"581",37,5,"Drought","PREMON",5.27,24.529545,18.72,0,228
"582",37,6,"Drought","CECSCH",3.38,24.529545,18.72,1,32
"583",37,7,"Drought","CECSCH",3.66,24.529545,18.72,1,14
"584",37,8,"Drought","UREBAC",2.55,24.529545,18.72,1,24
"585",37,9,"Drought","UREBAC",6.7,24.529545,18.72,0,228
"586",37,10,"Drought","SCHMOR",8.73,24.529545,18.72,1,14
"587",37,11,"Drought","INGLAU",76.34,24.529545,18.72,0,228
"588",37,12,"Drought","GUAGUI",26.87,24.529545,18.72,0,228
"589",37,13,"Drought","SCHMOR",12.29,24.529545,18.72,0,228
"590",37,14,"Drought","INGLAU",66.92,24.529545,18.72,0,228
"591",37,15,"Drought","PREMON",9.81,24.529545,18.72,0,228
"592",37,16,"Drought","MANBID",16.96,24.529545,18.72,0,228
"593",38,1,"Drought","TETBAL",131.4,28.527273,5.46,0,228
"594",38,2,"Drought","PREMON",7.08,28.527273,5.46,0,228
"595",38,3,"Drought","UREBAC",7.66,28.527273,5.46,0,228
"596",38,4,"Drought","UREBAC",6.86,28.527273,5.46,1,228
"597",38,5,"Drought","CECSCH",3.94,28.527273,5.46,1,24
"598",38,6,"Drought","INGLAU",87.3,28.527273,5.46,0,228
"599",38,7,"Drought","GUAGUI",25.01,28.527273,5.46,0,228
"600",38,8,"Drought","MANBID",19.99,28.527273,5.46,0,228
"601",38,9,"Drought","CECSCH",2.67,28.527273,5.46,1,46
"602",38,10,"Drought","SCHMOR",6.79,28.527273,5.46,0,228
"603",38,11,"Drought","INGLAU",101.92,28.527273,5.46,0,228
"604",38,12,"Drought","TETBAL",136.35,28.527273,5.46,0,228
"605",38,13,"Drought","PREMON",9.35,28.527273,5.46,1,195
"606",38,14,"Drought","GUAGUI",42.17,28.527273,5.46,0,228
"607",38,15,"Drought","SCHMOR",12.13,28.527273,5.46,1,202
"608",38,16,"Drought","MANBID",17.57,28.527273,5.46,0,228
"609",39,1,"Control","MANBID",14.74,38.670455,7.8,0,228
"610",39,2,"Control","UREBAC",4.31,38.670455,7.8,1,14
"611",39,3,"Control","TETBAL",101.44,38.670455,7.8,0,228
"612",39,4,"Control","INGLAU",99.61,38.670455,7.8,0,228
"613",39,5,"Control","PREMON",5.45,38.670455,7.8,0,228
"614",39,6,"Control","SCHMOR",6.47,38.670455,7.8,1,207
"615",39,7,"Control","CECSCH",9.01,38.670455,7.8,1,8
"616",39,8,"Control","CECSCH",2.67,38.670455,7.8,1,14
"617",39,9,"Control","GUAGUI",24.39,38.670455,7.8,0,228
"618",39,10,"Control","MANBID",17.77,38.670455,7.8,0,228
"619",39,11,"Control","GUAGUI",24.19,38.670455,7.8,0,228
"620",39,12,"Control","UREBAC",2.23,38.670455,7.8,1,32
"621",39,13,"Control","PREMON",7.17,38.670455,7.8,0,228
"622",39,14,"Control","SCHMOR",7.92,38.670455,7.8,1,161
"623",39,15,"Control","INGLAU",78.07,38.670455,7.8,0,228
"624",39,16,"Control","TETBAL",139.1,38.670455,7.8,0,228
"625",40,1,"Drought","SCHMOR",9.22,29.231818,12.22,1,185
"626",40,2,"Drought","SCHMOR",7.92,29.231818,12.22,0,228
"627",40,3,"Drought","MANBID",14.13,29.231818,12.22,0,228
"628",40,4,"Drought","MANBID",13.53,29.231818,12.22,0,228
"629",40,5,"Drought","INGLAU",95,29.231818,12.22,0,228
"630",40,6,"Drought","UREBAC",2.55,29.231818,12.22,1,46
"631",40,7,"Drought","TETBAL",109.14,29.231818,12.22,0,228
"632",40,8,"Drought","GUAGUI",31.01,29.231818,12.22,0,228
"633",40,9,"Drought","PREMON",7.54,29.231818,12.22,0,228
"634",40,10,"Drought","UREBAC",1.28,29.231818,12.22,1,8
"635",40,11,"Drought","INGLAU",85.57,29.231818,12.22,0,228
"636",40,12,"Drought","TETBAL",66.25,29.231818,12.22,0,228
"637",40,13,"Drought","CECSCH",1.55,29.231818,12.22,1,8
"638",40,14,"Drought","CECSCH",1.97,29.231818,12.22,1,8
"639",40,15,"Drought","PREMON",6.08,29.231818,12.22,0,228
"640",40,16,"Drought","GUAGUI",26.87,29.231818,12.22,0,228
"641",41,1,"Control","GUAGUI",31.42,37.561364,11.18,0,228
"642",41,2,"Control","INGLAU",118.65,37.561364,11.18,0,228
"643",41,3,"Control","UREBAC",2.55,37.561364,11.18,1,53
"644",41,4,"Control","CECSCH",2.53,37.561364,11.18,1,14
"645",41,5,"Control","MANBID",16.96,37.561364,11.18,0,228
"646",41,6,"Control","INGLAU",88.84,37.561364,11.18,0,228
"647",41,7,"Control","SCHMOR",7.92,37.561364,11.18,1,228
"648",41,8,"Control","PREMON",5.9,37.561364,11.18,0,228
"649",41,9,"Control","SCHMOR",12.61,37.561364,11.18,0,228
"650",41,10,"Control","UREBAC",1.76,37.561364,11.18,1,32
"651",41,11,"Control","MANBID",12.32,37.561364,11.18,0,228
"652",41,12,"Control","PREMON",4.99,37.561364,11.18,1,136
"653",41,13,"Control","TETBAL",72.57,37.561364,11.18,0,228
"654",41,14,"Control","CECSCH",7.18,37.561364,11.18,1,8
"655",41,15,"Control","GUAGUI",22.95,37.561364,11.18,0,228
"656",41,16,"Control","TETBAL",82.2,37.561364,11.18,0,228
"657",42,1,"Drought","GUAGUI",23.98,18.306818,11.44,1,228
"658",42,2,"Drought","PREMON",3.27,18.306818,11.44,1,35
"659",42,3,"Drought","TETBAL",99.79,18.306818,11.44,0,228
"660",42,4,"Drought","INGLAU",59.61,18.306818,11.44,0,228
"661",42,5,"Drought","GUAGUI",25.22,18.306818,11.44,0,228
"662",42,6,"Drought","TETBAL",101.16,18.306818,11.44,0,228
"663",42,7,"Drought","SCHMOR",9.05,18.306818,11.44,0,228
"664",42,8,"Drought","UREBAC",2.39,18.306818,11.44,1,73
"665",42,9,"Drought","UREBAC",4.15,18.306818,11.44,1,53
"666",42,10,"Drought","INGLAU",68.65,18.306818,11.44,0,228
"667",42,11,"Drought","SCHMOR",8.41,18.306818,11.44,0,228
"668",42,12,"Drought","MANBID",12.32,18.306818,11.44,0,228
"669",42,13,"Drought","MANBID",14.74,18.306818,11.44,0,228
"670",42,14,"Drought","CECSCH",5.91,18.306818,11.44,1,35
"671",42,15,"Drought","CECSCH",2.11,18.306818,11.44,1,83
"672",42,16,"Drought","PREMON",4.36,18.306818,11.44,1,172
"673",43,1,"Drought","INGLAU",103.07,23.627273,14.82,0,228
"674",43,2,"Drought","UREBAC",3.19,23.627273,14.82,1,32
"675",43,3,"Drought","GUAGUI",46.93,23.627273,14.82,0,228
"676",43,4,"Drought","TETBAL",99.24,23.627273,14.82,0,228
"677",43,5,"Drought","GUAGUI",42.79,23.627273,14.82,0,228
"678",43,6,"Drought","PREMON",9.26,23.627273,14.82,0,228
"679",43,7,"Drought","SCHMOR",12.13,23.627273,14.82,0,228
"680",43,8,"Drought","INGLAU",114.42,23.627273,14.82,0,228
"681",43,9,"Drought","MANBID",18.78,23.627273,14.82,0,228
"682",43,10,"Drought","CECSCH",3.24,23.627273,14.82,1,46
"683",43,11,"Drought","UREBAC",5.11,23.627273,14.82,1,228
"684",43,12,"Drought","PREMON",10.08,23.627273,14.82,0,228
"685",43,13,"Drought","MANBID",17.77,23.627273,14.82,1,185
"686",43,14,"Drought","UREBAC",2.08,23.627273,14.82,1,8
"687",43,15,"Drought","CECSCH",8.87,23.627273,14.82,1,17
"688",43,16,"Drought","TETBAL",131.4,23.627273,14.82,0,228
"689",44,1,"Drought","INGLAU",93.07,28.615909,13.78,0,228
"690",44,2,"Drought","CECSCH",1.27,28.615909,13.78,1,32
"691",44,3,"Drought","GUAGUI",41.55,28.615909,13.78,1,207
"692",44,4,"Drought","TETBAL",79.72,28.615909,13.78,0,228
"693",44,5,"Drought","GUAGUI",30.18,28.615909,13.78,0,228
"694",44,6,"Drought","PREMON",6.54,28.615909,13.78,0,228
"695",44,7,"Drought","SCHMOR",9.86,28.615909,13.78,1,102
"696",44,8,"Drought","INGLAU",87.5,28.615909,13.78,0,228
"697",44,9,"Drought","MANBID",21.2,28.615909,13.78,0,228
"698",44,10,"Drought","CECSCH",5.07,28.615909,13.78,1,166
"699",44,11,"Drought","UREBAC",4.47,28.615909,13.78,1,202
"700",44,12,"Drought","PREMON",5.27,28.615909,13.78,0,228
"701",44,13,"Drought","MANBID",17.36,28.615909,13.78,0,228
"702",44,14,"Drought","UREBAC",5.43,28.615909,13.78,1,83
"703",44,15,"Drought","SCHMOR",11.64,28.615909,13.78,1,195
"704",44,16,"Drought","TETBAL",85.49,28.615909,13.78,0,228
"705",45,1,"Drought","CECSCH",2.67,25.85,8.58,1,87
"706",45,2,"Drought","TETBAL",103.91,25.85,8.58,0,228
"707",45,3,"Drought","MANBID",14.74,25.85,8.58,0,228
"708",45,4,"Drought","INGLAU",58.65,25.85,8.58,0,228
"709",45,5,"Drought","UREBAC",2.71,25.85,8.58,1,46
"710",45,6,"Drought","CECSCH",3.1,25.85,8.58,1,46
"711",45,7,"Drought","SCHMOR",15.52,25.85,8.58,0,228
"712",45,8,"Drought","MANBID",18.78,25.85,8.58,0,228
"713",45,9,"Drought","PREMON",12.26,25.85,8.58,0,228
"714",45,10,"Drought","GUAGUI",29.77,25.85,8.58,0,228
"715",45,11,"Drought","SCHMOR",7.6,25.85,8.58,0,228
"716",45,12,"Drought","GUAGUI",41.34,25.85,8.58,0,228
"717",45,13,"Drought","TETBAL",76.97,25.85,8.58,0,228
"718",45,14,"Drought","INGLAU",118.84,25.85,8.58,0,228
"719",45,15,"Drought","UREBAC",3.03,25.85,8.58,1,46
"720",45,16,"Drought","PREMON",6.08,25.85,8.58,0,228
"721",46,1,"Drought","INGLAU",129.8,20.384091,6.24,0,228
"722",46,2,"Drought","TETBAL",70.92,20.384091,6.24,0,228
"723",46,3,"Drought","PREMON",6.81,20.384091,6.24,0,228
"724",46,4,"Drought","TETBAL",75.05,20.384091,6.24,0,228
"725",46,5,"Drought","UREBAC",3.19,20.384091,6.24,1,8
"726",46,6,"Drought","CECSCH",7.04,20.384091,6.24,1,83
"727",46,7,"Drought","PREMON",4.81,20.384091,6.24,0,228
"728",46,8,"Drought","GUAGUI",21.5,20.384091,6.24,1,228
"729",46,9,"Drought","UREBAC",3.51,20.384091,6.24,1,8
"730",46,10,"Drought","SCHMOR",6.95,20.384091,6.24,0,228
"731",46,11,"Drought","CECSCH",1.55,20.384091,6.24,1,24
"732",46,12,"Drought","MANBID",13.73,20.384091,6.24,0,228
"733",46,13,"Drought","MANBID",11.1,20.384091,6.24,0,228
"734",46,14,"Drought","GUAGUI",31.21,20.384091,6.24,0,228
"735",46,15,"Drought","SCHMOR",6.63,20.384091,6.24,1,8
"736",46,16,"Drought","INGLAU",92.69,20.384091,6.24,0,228
"737",47,1,"Control","UREBAC",2.87,27.084091,17.42,1,179
"738",47,2,"Control","CECSCH",2.82,27.084091,17.42,1,166
"739",47,3,"Control","SCHMOR",6.79,27.084091,17.42,0,228
"740",47,4,"Control","MANBID",16.96,27.084091,17.42,0,228
"741",47,5,"Control","MANBID",17.77,27.084091,17.42,0,228
"742",47,6,"Control","PREMON",1.63,27.084091,17.42,0,228
"743",47,7,"Control","CECSCH",9.43,27.084091,17.42,1,161
"744",47,8,"Control","TETBAL",66.8,27.084091,17.42,0,228
"745",47,9,"Control","SCHMOR",8.08,27.084091,17.42,1,24
"746",47,10,"Control","PREMON",4.99,27.084091,17.42,0,228
"747",47,11,"Control","UREBAC",0.8,27.084091,17.42,1,8
"748",47,12,"Control","INGLAU",91.53,27.084091,17.42,0,228
"749",47,13,"Control","INGLAU",87.88,27.084091,17.42,0,228
"750",47,14,"Control","GUAGUI",33.49,27.084091,17.42,0,228
"751",47,15,"Control","GUAGUI",19.43,27.084091,17.42,0,228
"752",47,16,"Control","TETBAL",51.41,27.084091,17.42,0,228
"753",48,1,"Drought","PREMON",6.54,26.493182,5.72,0,228
"754",48,2,"Drought","MANBID",14.13,26.493182,5.72,0,228
"755",48,3,"Drought","CECSCH",4.36,26.493182,5.72,1,46
"756",48,4,"Drought","CECSCH",3.66,26.493182,5.72,1,46
"757",48,5,"Drought","SCHMOR",8.25,26.493182,5.72,0,228
"758",48,6,"Drought","TETBAL",66.25,26.493182,5.72,0,228
"759",48,7,"Drought","UREBAC",5.59,26.493182,5.72,0,228
"760",48,8,"Drought","UREBAC",4.95,26.493182,5.72,0,228
"761",48,9,"Drought","INGLAU",86.15,26.493182,5.72,0,228
"762",48,10,"Drought","GUAGUI",23.77,26.493182,5.72,0,228
"763",48,11,"Drought","PREMON",2.81,26.493182,5.72,1,59
"764",48,12,"Drought","GUAGUI",29.35,26.493182,5.72,1,195
"765",48,13,"Drought","TETBAL",72.3,26.493182,5.72,1,136
"766",48,14,"Drought","SCHMOR",8.25,26.493182,5.72,0,228
"767",48,15,"Drought","MANBID",20.8,26.493182,5.72,0,228
"768",48,16,"Drought","INGLAU",62.11,26.493182,5.72,0,228
"769",49,1,"Control","SCHMOR",6.47,25.515,6.76,0,228
"770",49,2,"Control","TETBAL",96.22,25.515,6.76,1,87
"771",49,3,"Control","TETBAL",81.92,25.515,6.76,1,83
"772",49,4,"Control","UREBAC",1.28,25.515,6.76,1,172
"773",49,5,"Control","GUAGUI",26.87,25.515,6.76,0,228
"774",49,6,"Control","UREBAC",1.92,25.515,6.76,1,202
"775",49,7,"Control","PREMON",5.27,25.515,6.76,0,228
"776",49,8,"Control","INGLAU",117.88,25.515,6.76,0,228
"777",49,9,"Control","INGLAU",73.84,25.515,6.76,0,228
"778",49,10,"Control","MANBID",17.57,25.515,6.76,1,46
"779",49,11,"Control","PREMON",7.45,25.515,6.76,0,228
"780",49,12,"Control","CECSCH",2.39,25.515,6.76,1,46
"781",49,13,"Control","SCHMOR",5.82,25.515,6.76,0,228
"782",49,14,"Control","MANBID",16.76,25.515,6.76,0,228
"783",49,15,"Control","CECSCH",4.65,25.515,6.76,1,14
"784",49,16,"Control","GUAGUI",30.18,25.515,6.76,0,228
"785",50,1,"Drought","INGLAU",95.57,20.85,8.58,0,228
"786",50,2,"Drought","UREBAC",3.35,20.85,8.58,1,53
"787",50,3,"Drought","GUAGUI",37.21,20.85,8.58,1,161
"788",50,4,"Drought","UREBAC",2.71,20.85,8.58,1,46
"789",50,5,"Drought","CECSCH",3.1,20.85,8.58,1,8
"790",50,6,"Drought","TETBAL",47.83,20.85,8.58,0,228
"791",50,7,"Drought","TETBAL",72.3,20.85,8.58,0,228
"792",50,8,"Drought","PREMON",NA,20.85,8.58,1,46
"793",50,9,"Drought","MANBID",12.52,20.85,8.58,0,228
"794",50,10,"Drought","CECSCH",2.25,20.85,8.58,1,14
"795",50,11,"Drought","SCHMOR",4.2,20.85,8.58,1,46
"796",50,12,"Drought","INGLAU",80.77,20.85,8.58,0,228
"797",50,13,"Drought","SCHMOR",10.83,20.85,8.58,1,14
"798",50,14,"Drought","GUAGUI",28.32,20.85,8.58,1,228
"799",50,15,"Drought","PREMON",NA,20.85,8.58,1,46
"800",50,16,"Drought","MANBID",5.05,20.85,8.58,1,161
"801",51,1,"Control","TETBAL",63.78,21.622727,9.1,0,228
